region,no_of_trainings,previous_year_rating,length_of_service,avg_training_score,is_promoted,Female,Male,awards_0,awards_1,KPI_0,KPI_1,qualification
2,1,4.0,26,53,0,0,1,1,0,1,0,0.08575158691362146
1,1,4.0,13,62,1,0,1,1,0,0,1,0.0927004078107669
1,1,3.0,5,58,0,0,1,1,0,1,0,0.08573741670579199
1,2,3.0,3,82,0,0,1,1,0,1,0,0.0842370101666154
1,2,1.0,4,50,0,0,1,1,0,1,0,0.07970059325607858
0,1,5.0,2,53,0,0,1,1,0,1,0,0.07960395487907183
0,1,3.0,4,62,0,0,1,1,0,1,0,0.07886546257161385
2,1,5.0,8,53,0,1,0,1,0,1,0,0.08303279262643869
2,1,4.0,4,51,0,0,1,1,0,1,0,0.0759056267442761
2,1,4.0,7,67,0,1,0,1,0,1,0,0.09408646013378665
1,1,1.0,7,65,0,1,0,1,0,1,0,0.08697222820683896
2,1,5.0,4,70,0,0,1,1,0,0,1,0.09405823866129603
2,1,3.0,7,61,0,1,0,1,0,0,1,0.10467617635387254
1,2,3.0,6,89,1,1,0,1,0,0,1,0.08410599311737128
0,1,1.0,5,81,0,0,1,1,0,1,0,0.09134368057334957
2,1,5.0,2,80,0,0,1,1,0,0,1,0.07332133344112021
1,1,3.0,2,59,0,0,1,1,0,1,0,0.08580597574364544
0,1,3.0,6,79,0,0,1,1,0,1,0,0.09796154384559015
1,1,4.0,3,49,0,0,1,1,0,0,1,0.08665912825842283
2,2,4.0,7,59,0,1,0,1,0,0,1,0.08579114798397604
1,1,2.0,8,44,0,0,1,1,0,1,0,0.07967346289442301
1,1,5.0,13,47,1,0,1,1,0,0,1,0.0866399722351746
1,1,3.0,4,84,0,0,1,1,0,1,0,0.08435178849658188
1,3,1.0,3,50,0,1,0,1,0,1,0,0.0867523234776279
2,1,5.0,5,86,0,0,1,1,0,0,1,0.08027955447416245
2,1,4.0,5,53,0,0,1,1,0,1,0,0.07598506822085765
1,1,2.0,6,85,0,0,1,1,0,0,1,0.08425604788557105
2,1,5.0,9,44,0,0,1,1,0,1,0,0.0797212020015629
1,1,3.0,5,61,0,0,1,1,0,1,0,0.0857851917761479
0,1,2.0,2,62,0,0,1,1,0,1,0,0.08577485009299503
1,1,5.0,10,47,0,0,1,1,0,0,1,0.07970555229791372
2,1,5.0,3,76,0,1,0,1,0,0,1,0.0869689858029901
2,1,3.0,17,50,0,1,0,1,0,1,0,0.08671778853074343
2,1,3.0,12,50,0,0,1,1,0,1,0,0.07962347909722813
1,1,5.0,12,61,0,1,0,1,0,0,1,0.08568534286304252
2,1,3.0,14,56,0,0,1,1,0,1,0,0.10452809691130498
1,1,1.0,3,62,0,0,1,1,0,1,0,0.08566617638268258
1,1,2.0,13,50,0,0,1,1,0,1,0,0.07967942193884138
2,1,5.0,9,47,0,0,1,1,0,1,0,0.08662380779259181
1,1,3.0,5,67,0,1,0,1,0,1,0,0.08572667020010598
1,1,3.0,3,79,0,0,1,1,0,1,0,0.09788295085121214
2,1,4.0,19,66,0,1,0,1,0,1,0,0.09394601848448743
2,2,3.0,10,83,0,1,0,1,0,1,0,0.09785558656807995
1,1,4.0,7,61,0,0,1,1,0,1,0,0.08563342130271125
0,1,1.0,5,78,0,0,1,1,0,1,0,0.09090956691976258
1,2,5.0,10,57,0,1,0,1,0,0,1,0.08570431355157948
1,2,2.0,8,81,0,1,0,1,0,1,0,0.09080854947979278
1,1,5.0,2,61,0,1,0,1,0,0,1,0.07665399954111109
1,1,3.0,6,48,0,0,1,1,0,1,0,0.07956526699482219
1,1,4.0,12,61,0,1,0,1,0,0,1,0.08560024324780258
1,1,3.0,4,53,0,0,1,1,0,1,0,0.07955211988626487
0,1,3.0,4,62,0,1,0,1,0,1,0,0.08558451850351763
2,2,4.0,4,60,1,0,1,1,0,1,0,0.07963821326294669
1,1,5.0,3,49,0,1,0,1,0,1,0,0.07582633148977432
1,1,1.0,9,68,0,0,1,1,0,1,0,0.0870191349313808
2,1,5.0,6,86,0,0,1,1,0,0,1,0.08417393457843773
1,1,3.0,2,89,0,0,1,1,0,1,0,0.0842825642965281
1,1,3.0,10,62,0,0,1,1,0,1,0,0.08570533401362672
2,1,4.0,5,80,0,0,1,1,0,0,1,0.08014940393044655
2,2,3.0,2,45,0,0,1,1,0,1,0,0.0797138075501442
1,2,3.0,6,61,0,1,0,1,0,1,0,0.07887982632308786
1,1,1.0,7,48,0,0,1,1,0,1,0,0.08658973495090665
0,1,3.0,3,56,0,0,1,1,0,1,0,0.08556309219116591
2,1,4.0,10,60,0,1,0,1,0,0,1,0.09268461664371068
2,2,4.0,4,71,0,0,1,1,0,1,0,0.0938591604185121
1,3,3.0,6,59,0,0,1,1,0,1,0,0.08554273484783549
2,1,1.0,9,50,0,1,0,1,0,1,0,0.08669025034978868
1,1,1.0,3,48,0,0,1,1,0,1,0,0.0796866512921148
2,1,2.0,6,81,0,1,0,1,0,0,1,0.09787312958991838
2,2,4.0,3,80,0,0,1,1,0,1,0,0.08423898240903616
0,1,5.0,6,63,0,0,1,1,0,0,1,0.08552829137138517
1,1,4.0,2,59,0,0,1,1,0,0,1,0.08551726748000042
2,1,3.0,10,56,0,0,1,1,0,1,0,0.07324159932155261
0,1,3.0,6,64,0,1,0,1,0,1,0,0.08550328613892073
1,1,4.0,5,56,0,1,0,1,0,1,0,0.0788288974197593
0,1,4.0,3,66,0,1,0,1,0,0,1,0.08562193583425398
1,1,3.0,18,87,0,0,1,1,0,1,0,0.08420831276508711
2,1,4.0,5,59,0,0,1,1,0,1,0,0.08548080348669702
2,1,3.0,3,79,0,0,1,1,0,0,1,0.09071231564246841
2,1,1.0,11,47,0,0,1,1,0,1,0,0.08665250882839037
1,1,3.0,4,52,0,1,0,1,0,1,0,0.07964636663996567
1,1,3.0,3,49,0,1,0,1,0,1,0,0.07963863986797703
1,1,1.0,16,48,0,0,1,1,0,1,0,0.0758571209809247
2,1,4.0,4,46,0,1,0,1,0,1,0,0.07570836476817727
0,1,2.0,2,68,0,1,0,1,0,1,0,0.08679568266521809
2,1,3.0,7,54,0,0,1,1,0,1,0,0.07962356831760721
1,1,3.0,4,44,0,0,1,1,0,0,1,0.08662135910976637
1,1,2.0,5,84,0,0,1,1,0,0,1,0.09768050063992752
1,1,4.0,9,78,0,0,1,1,0,1,0,0.10949864300578738
1,1,5.0,9,64,0,0,1,1,0,0,1,0.10417480683503211
1,2,4.0,9,60,0,0,1,1,0,1,0,0.08576207698529115
1,2,5.0,3,59,0,0,1,1,0,0,1,0.08556235519451892
2,1,5.0,5,50,0,0,1,1,0,0,1,0.07947640626168918
1,1,3.0,7,66,0,0,1,1,0,1,0,0.08689287643898692
1,1,5.0,2,83,0,0,1,1,0,1,0,0.08414841875783262
1,1,4.0,7,59,0,0,1,1,0,1,0,0.06628798001611225
1,1,3.0,2,56,0,0,1,0,1,0,1,0.08658590621637956
2,2,2.0,2,93,1,0,1,1,0,0,1,0.08400673325763512
0,1,5.0,3,50,0,0,1,1,0,1,0,0.07951092855506704
1,1,5.0,8,57,0,1,0,1,0,1,0,0.08571527096888885
2,1,4.0,5,85,1,0,1,1,0,0,1,0.0842816685398612
1,2,1.0,6,47,0,1,0,1,0,0,1,0.07952224884025201
1,1,3.0,11,74,0,1,0,1,0,1,0,0.08681274904863769
1,1,4.0,4,48,0,0,1,1,0,1,0,0.07950914190036827
1,1,5.0,19,60,0,0,1,1,0,1,0,0.0854714368465428
2,1,1.0,15,50,0,0,1,1,0,1,0,0.07961847770425462
2,2,5.0,8,88,0,0,1,1,0,1,0,0.09129958900317992
1,1,1.0,4,51,0,0,1,1,0,1,0,0.07961076540480505
1,1,4.0,3,85,0,0,1,1,0,0,1,0.09127799712207017
2,1,5.0,13,79,0,1,0,1,0,0,1,0.09080153398220363
2,1,3.0,15,61,0,0,1,0,1,0,1,0.09252879326791003
1,1,5.0,16,51,0,0,1,1,0,1,0,0.07959689403756619
1,1,3.0,6,56,0,0,1,1,0,1,0,0.09251317689423753
1,1,5.0,17,64,0,0,1,1,0,0,1,0.09238481516577217
1,1,2.0,9,79,1,1,0,1,0,0,1,0.1092821211016514
1,1,4.0,14,48,0,0,1,1,0,1,0,0.07960671210256265
1,1,5.0,3,59,0,0,1,1,0,0,1,0.08544381598512456
1,1,5.0,13,62,0,0,1,1,0,0,1,0.08543283219059811
1,1,4.0,2,50,0,0,1,1,0,0,1,0.07959559690543855
1,1,4.0,7,51,0,0,1,1,0,1,0,0.07946850618595776
1,1,5.0,8,59,0,0,1,1,0,1,0,0.08541549176864278
2,1,1.0,2,77,0,1,0,1,0,1,0,0.09087861546994874
2,1,5.0,2,50,0,0,1,1,0,0,1,0.07957678245166903
1,1,1.0,9,83,0,1,0,1,0,1,0,0.09073824235701333
1,2,1.0,7,47,0,0,1,1,0,1,0,0.07944358935642641
1,1,5.0,19,61,0,0,1,1,0,0,1,0.08566216001149889
2,1,5.0,16,54,0,1,0,1,0,0,1,0.08551631681210664
2,1,5.0,5,79,0,0,1,1,0,0,1,0.09083785262240916
1,1,4.0,2,59,0,0,1,1,0,1,0,0.06627146438384994
1,1,2.0,4,79,0,1,0,1,0,0,1,0.09776084340829633
1,1,4.0,10,58,0,1,0,1,0,1,0,0.08549599285732819
2,2,4.0,4,51,0,0,1,1,0,1,0,0.08636774419669639
1,2,2.0,7,82,0,1,0,1,0,1,0,0.09068419302532675
1,1,1.0,7,52,0,0,1,1,0,1,0,0.07941698681365252
2,1,4.0,2,48,0,0,1,1,0,1,0,0.07940856818889512
0,1,2.0,3,50,0,0,1,1,0,1,0,0.08548064854585391
1,1,3.0,3,78,0,0,1,0,1,0,1,0.09077985930353195
1,1,4.0,3,51,0,0,1,1,0,1,0,0.07576988337256778
2,1,3.0,7,48,0,0,1,1,0,0,1,0.08645833897429168
1,2,3.0,10,61,0,0,1,1,0,0,1,0.08546034137511849
1,2,3.0,16,68,0,0,1,1,0,1,0,0.08684114730955754
0,1,3.0,6,70,0,0,1,1,0,1,0,0.09377008293273385
1,1,1.0,8,60,0,0,1,1,0,1,0,0.08544396531277616
2,1,1.0,10,47,0,0,1,1,0,1,0,0.08632642049996797
1,1,3.0,2,58,1,0,1,1,0,0,1,0.06620166448965303
1,1,1.0,6,71,0,0,1,1,0,1,0,0.08671946789101392
1,2,5.0,7,62,0,1,0,1,0,0,1,0.09239318929833623
2,1,4.0,3,50,0,0,1,1,0,1,0,0.07939454842791738
2,3,2.0,4,69,0,0,1,1,0,1,0,0.08683774893286607
1,3,3.0,3,85,0,0,1,1,0,1,0,0.08004577579181477
2,3,3.0,2,81,0,0,1,1,0,0,1,0.09064253850471014
1,1,1.0,5,46,0,1,0,1,0,0,1,0.08629266180306518
2,1,3.0,4,57,0,0,1,1,0,0,1,0.07853380784901116
1,1,4.0,8,50,0,0,1,1,0,0,1,0.075757500902803
1,2,3.0,11,55,0,0,1,1,0,1,0,0.07950696748307105
1,1,4.0,5,61,0,0,1,1,0,0,1,0.08531017275654122
2,1,3.0,5,56,0,0,1,1,0,0,1,0.09235503392990303
1,2,4.0,12,49,0,0,1,1,0,1,0,0.07935663586233425
1,1,5.0,8,62,0,1,0,1,0,0,1,0.08542995833443211
1,1,1.0,6,49,0,0,1,1,0,1,0,0.07948598691867788
2,1,4.0,5,48,1,1,0,1,0,0,1,0.08263054751408858
2,1,5.0,1,58,0,0,1,1,0,0,1,0.08527859128886157
1,1,1.0,8,56,0,0,1,1,0,1,0,0.09222773874004646
1,1,3.0,4,71,0,1,0,1,0,1,0,0.11291408344243774
1,2,3.0,6,70,0,0,1,1,0,1,0,0.0868082793083178
1,1,1.0,8,51,0,0,1,1,0,1,0,0.08628394989707468
0,1,4.0,2,61,0,0,1,1,0,1,0,0.06679751012760439
1,1,5.0,3,59,0,1,0,1,0,0,1,0.08524914318884252
1,1,2.0,2,85,0,1,0,1,0,1,0,0.0907548243046822
1,1,1.0,16,74,0,1,0,1,0,1,0,0.09373901978577026
1,2,5.0,6,68,0,0,1,1,0,0,1,0.08677390874105033
1,1,5.0,2,49,0,0,1,1,0,1,0,0.07947949519775072
1,1,4.0,4,61,0,0,1,1,0,1,0,0.0853979747492475
1,1,2.0,8,49,0,0,1,1,0,1,0,0.08297288350643942
1,1,1.0,3,71,0,1,0,1,0,1,0,0.08674949002534173
1,3,4.0,8,67,0,0,1,1,0,1,0,0.09368473703812501
1,2,3.0,15,50,0,0,1,1,0,1,0,0.08624837474134085
1,1,4.0,3,77,0,0,1,1,0,1,0,0.08418968540059124
2,1,4.0,9,51,0,0,1,1,0,1,0,0.07929224705639486
1,1,2.0,3,72,0,0,1,1,0,1,0,0.08655429788490514
1,1,5.0,7,49,0,1,0,1,0,1,0,0.08639203081224599
1,1,5.0,7,85,0,0,1,1,0,0,1,0.0798149380641258
2,1,3.0,10,83,0,0,1,1,0,1,0,0.09109453491687843
1,1,5.0,7,69,0,1,0,1,0,0,1,0.09346403235201417
2,1,2.0,8,58,0,0,1,1,0,1,0,0.0922979806516137
2,1,4.0,22,98,1,1,0,0,1,0,1,0.09228467939416286
1,1,3.0,8,60,0,1,0,1,0,1,0,0.08525334999497573
2,1,3.0,10,47,0,0,1,1,0,1,0,0.07926202930067444
1,1,1.0,2,69,0,0,1,1,0,1,0,0.09368033380524059
1,1,4.0,10,83,0,1,0,1,0,0,1,0.07301239679212758
2,1,5.0,7,63,0,0,1,1,0,1,0,0.09220061852758726
0,1,5.0,3,51,0,0,1,1,0,1,0,0.07924901729120967
1,1,3.0,12,48,0,0,1,1,0,1,0,0.07944403025367043
1,1,5.0,5,49,1,1,0,1,0,0,1,0.07578893553396954
1,1,5.0,13,59,0,1,0,1,0,0,1,0.09238483256889374
1,1,5.0,3,50,0,0,1,1,0,1,0,0.07928683845557237
1,2,5.0,15,61,0,0,1,1,0,1,0,0.07863055696041422
1,1,3.0,3,67,0,0,1,1,0,1,0,0.08670241393684956
2,3,4.0,5,80,0,0,1,1,0,1,0,0.0907242393054788
1,1,4.0,5,47,0,0,1,1,0,0,1,0.07943665420315353
1,1,5.0,3,60,0,0,1,1,0,1,0,0.08541556384316741
1,1,3.0,6,48,0,0,1,1,0,1,0,0.07926623509096033
1,1,3.0,7,63,0,0,1,1,0,1,0,0.0852418894016958
2,2,3.0,7,81,0,0,1,1,0,1,0,0.09053278088449689
1,1,1.0,7,49,0,0,1,1,0,1,0,0.07612035276701347
2,1,3.0,5,49,0,0,1,1,0,0,1,0.08322059607535105
1,2,2.0,6,51,0,0,1,1,0,0,1,0.07624158161946039
2,1,5.0,13,57,0,1,0,1,0,0,1,0.09217248564739126
2,1,5.0,4,60,1,0,1,1,0,0,1,0.08595190995785644
2,1,4.0,2,62,0,0,1,1,0,1,0,0.08317063791698308
1,3,1.0,17,48,0,0,1,1,0,1,0,0.08618700711024768
2,1,5.0,3,76,1,0,1,1,0,1,0,0.08522128008805868
1,1,5.0,8,86,0,0,1,1,0,0,1,0.08420295027560558
0,1,4.0,1,56,0,0,1,1,0,1,0,0.08547079819869154
2,1,2.0,9,70,0,1,0,1,0,1,0,0.09360188885461734
1,1,4.0,5,46,0,1,0,1,0,1,0,0.07929761883611448
2,1,3.0,5,51,0,0,1,1,0,1,0,0.07928924501913677
1,1,3.0,15,68,0,1,0,1,0,1,0,0.09221825190038602
1,3,5.0,2,84,0,0,1,1,0,0,1,0.09055711634439025
2,2,3.0,7,47,0,0,1,1,0,1,0,0.07927331322744229
1,2,4.0,12,90,0,0,1,1,0,1,0,0.0843124698914925
1,1,1.0,7,81,0,0,1,1,0,1,0,0.09758919036293905
2,1,4.0,3,49,0,0,1,1,0,1,0,0.07608626960959257
1,2,3.0,6,46,0,0,1,1,0,1,0,0.08631086703692879
1,1,1.0,3,78,0,1,0,0,1,0,1,0.09741625308888548
2,1,3.0,5,87,0,0,1,1,0,1,0,0.08413843295533856
1,1,5.0,5,47,0,0,1,1,0,0,1,0.07924733014325587
1,1,3.0,2,53,0,0,1,1,0,1,0,0.07923896727103008
0,3,3.0,7,55,0,0,1,1,0,1,0,0.08543021174529482
0,1,3.0,10,69,0,1,0,1,0,0,1,0.08649973081470186
1,1,5.0,7,56,0,1,0,1,0,1,0,0.07922429229417259
1,1,5.0,10,49,0,0,1,1,0,0,1,0.10598097268190704
1,1,1.0,4,62,0,0,1,1,0,0,1,0.08525394524373404
2,3,5.0,4,81,0,0,1,1,0,0,1,0.08409528099021103
2,3,3.0,7,47,0,0,1,1,0,1,0,0.08610483136018714
1,1,5.0,7,51,0,1,0,0,1,0,1,0.08308915168784857
1,1,3.0,8,73,0,1,0,1,0,1,0,0.0935294908694503
1,1,5.0,2,52,0,0,1,1,0,0,1,0.08288699984511771
2,1,3.0,3,69,0,1,0,1,0,1,0,0.0935073249351724
1,1,5.0,4,70,1,0,1,1,0,0,1,0.09348995114047498
2,1,3.0,3,45,0,1,0,1,0,1,0,0.08630609501815567
1,1,5.0,3,66,0,0,1,1,0,1,0,0.08673141248413245
1,3,3.0,3,60,0,0,1,1,0,1,0,0.09233608682390859
2,1,5.0,17,55,0,0,1,1,0,0,1,0.08610108181511444
1,2,3.0,6,71,0,1,0,1,0,1,0,0.09343525016946587
1,1,4.0,8,86,0,0,1,1,0,0,1,0.08425447196173307
2,1,5.0,4,49,0,0,1,1,0,1,0,0.08627064179624694
1,1,1.0,1,62,0,1,0,1,0,1,0,0.07623187000902046
2,2,3.0,9,61,0,0,1,1,0,1,0,0.08544886071773433
1,1,2.0,8,52,0,0,1,1,0,1,0,0.07917294196632242
2,1,3.0,3,47,0,0,1,1,0,1,0,0.08606199299368389
2,1,5.0,5,50,0,0,1,1,0,0,1,0.07934585762231496
1,1,4.0,5,59,0,1,0,1,0,1,0,0.08539354369814406
1,1,1.0,10,51,0,0,1,1,0,0,1,0.07933432370463347
1,1,3.0,2,58,0,0,1,1,0,1,0,0.07605093643887337
1,1,3.0,10,54,0,0,1,1,0,1,0,0.07450050959749306
2,1,4.0,7,58,1,0,1,1,0,0,1,0.07932227380024882
1,1,1.0,2,60,0,1,0,1,0,1,0,0.09229189146082832
2,1,1.0,5,53,0,0,1,1,0,0,1,0.0794101463298253
1,1,5.0,4,81,0,0,1,1,0,0,1,0.08405349929089584
1,1,3.0,8,57,0,0,1,1,0,1,0,0.08520525300800769
0,1,3.0,5,81,0,0,1,1,0,1,0,0.090653032235001
1,1,1.0,2,52,0,1,0,1,0,0,1,0.0860704935639122
2,1,3.0,10,60,0,1,0,1,0,1,0,0.08539267839308202
1,2,3.0,3,58,0,0,1,1,0,0,1,0.08518180283036096
0,1,3.0,4,54,0,0,1,1,0,1,0,0.0793859012426613
1,1,5.0,6,49,0,1,0,1,0,0,1,0.08302675091721169
2,4,5.0,3,79,0,0,1,1,0,0,1,0.09062584872256703
1,1,3.0,3,50,0,0,1,1,0,1,0,0.08279953224453136
1,1,4.0,2,66,0,1,0,1,0,1,0,0.08649078787823955
2,1,5.0,7,59,0,1,0,1,0,1,0,0.08516001902645266
1,1,4.0,7,54,0,0,1,1,0,1,0,0.10495087118851913
2,1,5.0,6,82,0,1,0,1,0,0,1,0.09039955176131942
1,1,4.0,17,49,0,0,1,1,0,1,0,0.07915672755455466
2,2,3.0,3,63,0,1,0,1,0,0,1,0.08534357911480416
1,1,3.0,6,44,0,0,1,1,0,1,0,0.07935608419629803
1,1,3.0,5,68,0,1,0,1,0,0,1,0.08666407402918085
1,2,3.0,7,47,0,1,0,1,0,1,0,0.0791395965727399
2,1,4.0,2,56,0,1,0,1,0,1,0,0.08532394239627288
2,1,3.0,7,61,0,0,1,1,0,0,1,0.09219839956251878
1,1,5.0,5,57,1,0,1,1,0,0,1,0.08530533473879547
2,1,5.0,2,56,0,1,0,1,0,0,1,0.0854104031832467
1,1,3.0,8,59,0,0,1,1,0,1,0,0.06737208741725735
2,2,3.0,3,86,0,0,1,1,0,0,1,0.0842232894803248
1,1,1.0,10,61,0,1,0,1,0,1,0,0.07827623121648093
1,1,5.0,9,76,0,1,0,1,0,0,1,0.09331254444440451
2,1,3.0,7,87,1,0,1,1,0,0,1,0.08397232699386122
2,3,3.0,2,50,0,0,1,1,0,0,1,0.07938500703342423
2,1,5.0,4,48,0,0,1,1,0,0,1,0.07917971303478015
0,1,2.0,4,46,0,1,0,1,0,1,0,0.07917138167392533
1,1,3.0,6,86,0,0,1,1,0,0,1,0.09100081556749783
1,1,3.0,6,71,0,1,0,1,0,1,0,0.08646989831876935
0,1,2.0,5,50,0,1,0,1,0,1,0,0.07936486704917649
0,1,3.0,5,79,0,0,1,1,0,1,0,0.09060998423872517
1,3,3.0,3,72,0,0,1,1,0,1,0,0.08645154920346936
1,1,4.0,6,93,1,0,1,0,1,0,1,0.07935166362263915
1,1,4.0,3,78,0,1,0,1,0,1,0,0.09040461301052742
1,1,3.0,5,69,1,0,1,1,0,1,0,0.07828535176084613
2,1,5.0,7,70,0,1,0,1,0,1,0,0.09331511210526038
1,1,4.0,5,59,0,1,0,1,0,0,1,0.09205715202218796
1,1,2.0,2,52,0,0,1,1,0,1,0,0.07945950253972522
0,1,3.0,4,52,0,0,1,1,0,1,0,0.07945187543307247
1,2,3.0,7,87,0,0,1,1,0,1,0,0.08438537361446602
1,1,5.0,2,50,0,0,1,1,0,0,1,0.0794403522004914
0,1,1.0,3,50,0,0,1,1,0,1,0,0.07943272902120684
1,2,3.0,3,60,0,1,0,1,0,1,0,0.08523216306754228
0,1,3.0,6,60,0,0,1,1,0,1,0,0.09223459773332311
2,1,3.0,8,85,0,0,1,1,0,1,0,0.08415772959675451
1,1,1.0,6,70,0,0,1,1,0,0,1,0.086670395120558
1,1,5.0,15,72,0,1,0,1,0,1,0,0.09346750905823577
0,1,4.0,1,46,0,0,1,1,0,1,0,0.07941342083115939
2,1,5.0,1,52,0,0,1,1,0,1,0,0.07594034174741261
1,1,3.0,4,51,0,0,1,1,0,1,0,0.07920656198230981
1,1,3.0,2,62,0,1,0,1,0,1,0,0.07599471437202233
1,1,1.0,4,52,0,0,1,1,0,1,0,0.07939870427647928
2,3,1.0,2,67,0,0,1,1,0,1,0,0.08663243989936437
1,1,4.0,11,54,0,0,1,1,0,1,0,0.07938719648312793
1,1,3.0,5,61,0,0,1,1,0,1,0,0.08538665717677453
1,1,5.0,3,56,1,1,0,1,0,0,1,0.09219492643521789
1,1,3.0,8,58,0,1,0,1,0,1,0,0.09232319664967086
1,1,4.0,7,78,0,0,1,1,0,1,0,0.09725071287474418
1,2,3.0,4,62,0,0,1,1,0,1,0,0.07856729379888872
1,1,5.0,3,56,0,1,0,1,0,0,1,0.09230520493023975
1,1,3.0,12,88,0,0,1,1,0,1,0,0.07296513081238488
2,1,5.0,6,57,0,1,0,1,0,0,1,0.07853743430882114
1,1,5.0,6,61,0,0,1,1,0,0,1,0.07872984884845229
2,1,3.0,4,56,0,0,1,1,0,1,0,0.08521542793537241
2,1,3.0,9,60,0,0,1,1,0,0,1,0.09228131862058812
2,1,5.0,3,57,1,0,1,1,0,1,0,0.09886277187049526
1,1,4.0,19,60,0,0,1,1,0,0,1,0.08543694380185325
1,1,3.0,4,63,1,0,1,1,0,1,0,0.08627499639532106
1,1,4.0,5,52,0,1,0,1,0,1,0,0.07951235656018797
1,1,4.0,4,67,0,1,0,1,0,1,0,0.09352791771266611
1,1,1.0,12,68,0,1,0,1,0,1,0,0.08663794379152041
2,2,1.0,8,69,0,0,1,1,0,1,0,0.09326402113947797
2,2,3.0,3,85,0,0,1,1,0,1,0,0.07293779341159425
1,1,4.0,7,67,0,1,0,1,0,0,1,0.0932460334470877
1,1,3.0,7,68,0,0,1,1,0,1,0,0.08659921709632783
1,2,5.0,4,53,0,0,1,1,0,0,1,0.07949085397845586
0,1,3.0,6,49,0,0,1,1,0,1,0,0.07948323327932945
1,1,3.0,11,80,0,0,1,1,0,1,0,0.09036445919353049
1,2,3.0,7,82,0,1,0,1,0,1,0,0.09058231338102185
1,1,3.0,2,79,0,1,0,1,0,0,1,0.09033511880078977
1,1,4.0,11,59,0,0,1,1,0,1,0,0.08518316145002285
2,3,3.0,5,88,0,0,1,1,0,1,0,0.08432119092636513
1,1,4.0,2,68,1,1,0,0,1,0,1,0.07846434727964043
2,2,3.0,4,86,0,0,1,1,0,0,1,0.0726819923515614
1,1,5.0,6,64,0,1,0,1,0,1,0,0.09228603611616278
1,1,3.0,4,52,0,0,1,1,0,1,0,0.07947845346878625
2,2,2.0,8,90,0,0,1,1,0,1,0,0.09117445576036766
2,1,1.0,4,51,0,0,1,1,0,1,0,0.07946863531319763
1,3,3.0,9,79,0,0,1,1,0,1,0,0.09035606248134015
1,1,5.0,8,48,0,0,1,1,0,1,0,0.07925867468928548
2,1,5.0,19,59,0,0,1,1,0,0,1,0.0920578949844298
1,1,1.0,18,51,0,1,0,1,0,1,0,0.07610297293771269
2,1,2.0,4,67,0,1,0,1,0,0,1,0.08656285454831271
2,1,5.0,9,71,0,0,1,1,0,0,1,0.09340663737079387
2,1,5.0,6,84,0,0,1,1,0,0,1,0.08428229515841586
1,1,3.0,2,49,0,0,1,1,0,0,1,0.07924239510366862
1,1,3.0,15,63,0,0,1,1,0,1,0,0.0853803340535414
1,1,1.0,4,77,0,1,0,1,0,1,0,0.09051951121463615
2,1,3.0,4,84,0,0,1,1,0,1,0,0.09111523972961211
1,3,3.0,3,70,0,0,1,1,0,0,1,0.08652065264892465
1,1,3.0,3,61,0,0,1,1,0,1,0,0.08516846451741213
1,2,3.0,3,82,0,0,1,1,0,1,0,0.08423388593789179
1,1,5.0,4,95,1,1,0,1,0,0,1,0.09220868401986969
1,2,2.0,4,60,0,0,1,1,0,0,1,0.08589514237119718
2,1,3.0,9,64,0,0,1,1,0,1,0,0.08521728334174093
2,1,4.0,10,57,0,0,1,1,0,1,0,0.08542346110163
2,1,5.0,10,61,0,0,1,1,0,1,0,0.08519852791840489
2,1,3.0,5,52,0,0,1,1,0,1,0,0.08611527206379958
1,1,5.0,4,60,0,0,1,1,0,1,0,0.0787382829223251
0,1,2.0,5,81,0,0,1,1,0,1,0,0.0725795069631811
1,1,5.0,5,52,0,0,1,1,0,0,1,0.07942252748913073
2,1,3.0,3,82,0,0,1,1,0,1,0,0.07275456168273184
1,3,1.0,11,47,0,1,0,1,0,1,0,0.07941104395158807
1,1,1.0,7,51,0,0,1,1,0,1,0,0.07918361055153005
1,1,4.0,5,69,0,1,0,1,0,0,1,0.09340730888451061
1,3,3.0,2,82,0,0,1,1,0,1,0,0.0842118510973517
2,1,4.0,4,58,0,0,1,0,1,0,1,0.08538265748582496
1,2,1.0,4,61,0,0,1,1,0,1,0,0.07890860457376474
2,1,1.0,5,89,0,0,1,1,0,1,0,0.08418659366636368
1,2,3.0,3,82,0,0,1,1,0,1,0,0.07247295975689184
1,1,3.0,4,60,0,1,0,1,0,1,0,0.08536311030497018
1,1,1.0,9,49,0,1,0,1,0,1,0,0.07602153417577838
0,1,3.0,2,57,0,0,1,1,0,1,0,0.08513886813963746
1,1,1.0,2,53,0,1,0,1,0,1,0,0.07936922347190419
1,1,3.0,4,69,0,1,0,1,0,0,1,0.09316373809169502
2,1,2.0,5,60,0,0,1,1,0,1,0,0.08512347628765948
2,1,3.0,2,54,0,0,1,1,0,0,1,0.0791431852241715
1,1,4.0,2,52,0,0,1,1,0,1,0,0.07913488824954527
1,1,3.0,19,62,0,1,0,1,0,1,0,0.08510351266822787
1,1,3.0,8,81,0,0,1,1,0,1,0,0.09714631085012133
1,1,5.0,4,50,0,0,1,1,0,0,1,0.07934748035861189
2,1,3.0,5,62,0,0,1,1,0,0,1,0.08531430071598779
1,1,4.0,6,56,0,1,0,1,0,1,0,0.08530420468487865
2,2,1.0,4,49,0,0,1,1,0,1,0,0.07933214632014692
2,2,1.0,2,62,0,0,1,1,0,0,1,0.08642316924386036
